video,frame,t_sec,cx_px,cy_px,mask_area,vx_px_per_s,vy_px_per_s,ax_px_per_s2,ay_px_per_s2
B3_PopUp_Veo2,0,0.0,632.843178434043,5.579653641962409,18173.212890625,6.966602393054028,-4.410700196407568,-82.24345195056269,50.56251416562686
B3_PopUp_Veo2,1,0.0416666666666666,633.1334535337536,5.395874467112094,18209.482421875,3.539791895113922,-2.5384750464045425,-83.41128643077188,36.20931388934228
B3_PopUp_Veo2,2,0.0833333333333333,633.1381610919691,5.368114054762032,18229.630859375,0.015661857156374026,-0.20362502941907223,-44.018428285071394,24.198119582566544
B3_PopUp_Veo2,3,0.125,633.1347586885166,5.378905714660505,18233.216796875,-0.12841046197536343,-0.010382772389220918,-1.709745049320187,14.528931245299638
B3_PopUp_Veo2,4,0.1666666666666666,633.1274602201379,5.3672488237295966,18236.564453125,-0.12681689695364184,-0.2520513531085271,2.448028718819838,7.201748877541583
B3_PopUp_Veo2,5,0.2083333333333333,633.1241906137706,5.357901435234794,18235.396484375,0.07559193125962338,-0.2032820024423927,3.0361507184461503,2.2165724792923998
B3_PopUp_Veo2,6,0.25,633.1337595477429,5.350308656859397,18238.04296875,0.1261956629168708,-0.2971240939350466,-0.019761889790971376,-3.7641718503214823
B3_PopUp_Veo2,7,0.2916666666666667,633.1347069190136,5.3331410940735395,18239.1796875,0.07394510711037583,-0.14866045776579995,-1.3992803137844028,6.140882569883777
B3_PopUp_Veo2,8,0.3333333333333333,633.1399216400022,5.337920285378914,18239.36328125,0.009588970101503946,0.6984906169673266,0.1784537772182354,18.094633743942588
B3_PopUp_Veo2,9,0.375,633.1355059998554,5.391348645487483,18239.71875,0.08881625521189562,0.8451736193551369,1.8372998925915445,6.543239800591887
B3_PopUp_Veo2,10,0.4166666666666667,633.1473229946032,5.408351420325175,18238.37109375,0.16269729448413273,0.48783476154676464,2.8778418664878718,-3.6685718058769456
B3_PopUp_Veo2,11,0.4583333333333333,633.1490641077291,5.4320015422830465,18237.353515625,0.32863641075255146,1.5845918285685912,-23.31787453654394,-6.235822231069128
B3_PopUp_Veo2,12,0.5,633.1747093621658,5.540400739372558,18217.5546875,-1.7804589168945313,4.407105970321481,-18.296780630222163,-10.536877993977487
B3_PopUp_Veo2,13,0.5416666666666666,633.0006925313213,5.79926037314317,18101.103515625,-1.196095308432632,-0.9884283472319737,40.22184425673905,-8.29628934937971
B3_PopUp_Veo2,14,0.5833333333333334,633.0750347531297,5.458031710436558,18215.21875,1.5713614378337297,-3.6593337800518384,25.87928273421118,-6.074270487059372
B3_PopUp_Veo2,15,0.625,633.1316393178075,5.4943158914721835,18215.68359375,0.9605115860849764,0.5444146138202086,-26.618162513128507,-6.31131085304505
B3_PopUp_Veo2,16,0.6666666666666666,633.1550773853035,5.503399594921575,18222.734375,-0.6468187715936438,-0.7617501956756172,-22.003436704049854,57.98976208623817
B3_PopUp_Veo2,17,0.7083333333333334,633.077737753508,5.430836708499214,18226.669921875,-0.8731081392525084,0.2902429215241682,10.608676379848514,44.515116380688966
B3_PopUp_Veo2,18,0.75,633.0823183736991,5.527586505048589,18213.201171875,0.23723759339372918,0.4926416886987681,23.168984483552798,-162.19923522577196
B3_PopUp_Veo2,19,0.7916666666666666,633.0975075529575,5.471890182557445,18202.0703125,1.057640567710223,-0.9143752625245583,-1.6679663263930131,-273.24141961998237
B3_PopUp_Veo2,20,0.8333333333333334,633.1704550876749,5.451388566504875,18210.3515625,0.09824039952763997,-0.7474687634185244,-18.857238140684768,-277.92792235928516
B3_PopUp_Veo2,21,0.875,633.1056942529182,5.409601118939236,18203.041015625,-0.5137959440135091,-2.243022782738535,101.12393672801053,-217.8178929189287
B3_PopUp_Veo2,22,0.9166666666666666,633.1276387590071,5.264470001276663,18170.10546875,8.525235126861844,-64.91521342727063,60.368707463742275,166.81907557771262
B3_PopUp_Veo2,23,0.9583333333333334,633.81613051349,0.0,16708.64453125,4.516929677964981,-58.81084418245316,-213.5200247836367,696.616265707182
B3_PopUp_Veo2,24,1.0,633.5040495655043,0.3635663194055496,16937.52734375,-9.268100271774529,9.601083604838543,-323.0146920977021,990.22101525003
B3_PopUp_Veo2,25,1.0416666666666667,633.0437888241754,0.8000903004032125,17088.56640625,-22.40096133017687,31.343882015765896,-456.4238957085738,1117.4254214102734
B3_PopUp_Veo2,26,1.0833333333333333,631.6373027879895,2.9755564873860294,16862.671875,-47.303424914155585,131.15157604554102,-446.14477241160904,1198.3726467208658
B3_PopUp_Veo2,27,1.125,629.1018367479958,11.729388304198324,17600.669921875,-59.57969236447752,234.0386812931584,52.023626438909446,1004.3113091236494
B3_PopUp_Veo2,28,1.1666666666666667,626.672328424283,22.478779928482595,17811.462890625,-42.96812271091312,216.2035232882781,378.3388001393179,585.4766400275797
B3_PopUp_Veo2,29,1.2083333333333333,625.5211598554197,29.7463485782215,17602.447265625,-28.051459019534377,183.10568128094485,240.61418674999805,278.3905256779857
B3_PopUp_Veo2,30,1.25,624.3347068393218,37.73758670189466,17497.537109375,-22.91694048174668,207.0072785017324,109.84775555556166,30.232348079650155
B3_PopUp_Veo2,31,1.2916666666666667,623.6114148152741,46.99695512003257,17350.10546875,-18.89747938990422,214.69243878845754,-90.5979937691601,-86.95018660422728
B3_PopUp_Veo2,32,1.3333333333333333,622.7599168901631,55.62862326759944,17468.583984375,-30.466773295843268,213.0686837054568,-210.72153098265753,131.70914553047865
B3_PopUp_Veo2,33,1.375,621.0725170406205,64.75267876215395,17374.77734375,-36.4576069717923,222.58672777205538,56.32415532871886,346.30236829074704
