video,frame,t_sec,cx_px,cy_px,mask_area,vx_px_per_s,vy_px_per_s,ax_px_per_s2,ay_px_per_s2
B1_HeavySink_Wan2.1,0,0.0,408.6258876787502,207.82341688672878,1292.1160888671875,3.229483481221113,-73.05619349275197,46.92404486380491,-1226.491975143107
B1_HeavySink_Wan2.1,1,0.0333333333333333,408.7335371281242,205.38821043697038,1304.3087158203125,4.793618310014608,-112.58481732140308,3.178072405478879,-772.4722982270496
B1_HeavySink_Wan2.1,2,0.0666666666666666,408.9454622327512,200.31776239863524,1269.1058349609375,3.4413549749197045,-130.43804218525702,81.59779534111246,-372.3537712622194
B1_HeavySink_Wan2.1,3,0.1,408.9629607931189,196.6923409579533,1311.6595458984375,10.233471332755471,-142.56868046820819,118.42128766091682,-26.136394248616398
B1_HeavySink_Wan2.1,4,0.1333333333333333,409.6276936549349,190.81318370075468,1270.8233642578125,11.336107485647517,-126.46264192601029,-244.2472150498,266.1798328137595
B1_HeavySink_Wan2.1,5,0.1666666666666666,409.7187012921621,188.26149816288594,1195.89599609375,-6.049676337231176,-100.67228397134704,-328.68707598129777,504.5949099249101
B1_HeavySink_Wan2.1,6,0.2,409.22438189911946,184.1016981026649,972.1512451171876,-10.57636424643897,-97.00826964039743,137.54904039815835,770.4259898429247
B1_HeavySink_Wan2.1,7,0.2333333333333333,409.0136103423995,181.79428018685942,808.0708618164062,3.120259689312661,-82.12704800377014,343.9950254716681,874.5148635571668
B1_HeavySink_Wan2.1,8,0.2666666666666666,409.4323992117403,178.62656156908022,527.8740844726562,12.356637451672214,-63.93948715512715,660.000382400607,795.2307447473545
B1_HeavySink_Wan2.1,9,0.3,409.8373861725109,177.53164770985092,437.94915771484375,47.12028518268653,0.6587256823499956,281.734700194755,662.9992361934626
B1_HeavySink_Wan2.1,10,0.3333333333333333,412.5737515572527,178.6704766145702,495.5242309570313,31.13895079798931,28.7575568608072,-717.5980006216117,568.3891909439458
B1_HeavySink_Wan2.1,11,0.3666666666666666,411.9133162257102,179.4488181672381,622.4293212890625,-0.7195815254208355,37.05739743944014,-356.9181627794052,413.47768878720126
B1_HeavySink_Wan2.1,12,0.4,412.52577945555805,181.14096977719956,789.06982421875,7.3444066126958205,24.547135014067408,194.14905024584607,176.0480303592953
B1_HeavySink_Wan2.1,13,0.4333333333333333,412.4029433332232,181.0852938348426,1017.0653076171876,12.223688490968925,20.23895192118607,365.78162087376245,-101.61724038307108
B1_HeavySink_Wan2.1,14,0.4666666666666667,413.34069202162266,182.49023323861195,1070.4599609375,31.72984800428003,29.355873519029046,248.1079462497148,-194.62657681855532
B1_HeavySink_Wan2.1,15,0.5,414.5182665335085,183.04235206944452,1138.4949951171875,28.76421824094996,24.879384325958654,-194.69121843563244,-83.63793264712821
B1_HeavySink_Wan2.1,16,0.5333333333333333,415.2583065710193,184.1488588603425,1260.76171875,18.750433441904534,23.33080040287905,-275.222819249625,-9.97932590789582
B1_HeavySink_Wan2.1,17,0.5666666666666667,415.7682954296355,184.59773876296978,1335.4495849609375,10.416030290974959,13.628454098705333,-142.331406039516,-12.209260483480932
B1_HeavySink_Wan2.1,18,0.6,415.9527085904176,185.05742246692287,1484.2548828125,9.261673039270136,12.693178411470853,-2.613594576378091,-37.1650341868791
B1_HeavySink_Wan2.1,19,0.6333333333333333,416.38574029892015,185.44395065706783,1506.78173828125,10.241790652549753,26.67779078645026,-32.3499357998344,1083.272096430663
B1_HeavySink_Wan2.1,20,0.6666666666666666,416.635494633921,186.83594185268623,1688.039794921875,7.10501065261451,23.664959239442396,-157.618812437986,857.8584132972406
B1_HeavySink_Wan2.1,21,0.7,416.8594076757611,187.02161460636398,1813.351806640625,-0.2661301766493125,12.316619890637867,-255.33262872768324,-2722.811108424724
B1_HeavySink_Wan2.1,22,0.7333333333333333,416.61775262214434,187.65704984539542,1984.7862548828125,-9.917164595897702,14.5067675309474,121.81162304282071,-4450.4365229390605
B1_HeavySink_Wan2.1,23,0.7666666666666667,416.1982633693679,187.98873244176048,2120.859130859375,7.854644692872171,13.245284713104411,176.50590632315325,-3429.5609724822966
B1_HeavySink_Wan2.1,24,0.8,417.1413956016692,188.54006882626902,2215.610595703125,1.8498958256459446,6.009238206391274,-1293.4879897030626,-2204.3790569071684
B1_HeavySink_Wan2.1,25,0.8333333333333334,416.32158975774433,188.38934832218658,2283.761962890625,-78.37788795399865,-882.1196416576515,-1026.7955503579926,-1028.8458956182292
B1_HeavySink_Wan2.1,26,0.8666666666666667,411.91620307140266,129.7320927157589,9350.7138671875,-66.60314086488688,-924.0090388739104,1217.3173291152536,-386.0964913211744
B1_HeavySink_Wan2.1,27,0.9,411.88138036675184,126.78874573059255,9948.916015625,2.776600653684909,-70.53753240907713,1019.911794956632,730.6083375786834
B1_HeavySink_Wan2.1,28,0.9333333333333332,412.1013097816483,125.02959055515379,10157.21484375,1.390978798888682,-77.41053839885717,-64.15901144594014,2833.203388486593
B1_HeavySink_Wan2.1,29,0.9666666666666668,411.9741122866778,121.62804317066872,10857.34765625,-1.5006667760444543,-78.33144671145078,32.17241023854173,4770.833549539063
B1_HeavySink_Wan2.1,30,1.0,412.001265329912,119.8074941077237,11270.6689453125,3.5358061481247205,-165.22520610499055,93.19253772332145,3494.850108681185
B1_HeavySink_Wan2.1,31,1.0333333333333334,412.2098326965528,110.61302943033598,12356.73828125,4.712169072176948,-167.5883420987543,-50.759287830028214,32.59925688022611
B1_HeavySink_Wan2.1,32,1.0666666666666669,412.3154099347238,108.6349379678067,12683.5859375,0.15185362612282916,91.57896863650058,-72.31535977731214,-297.63434230686005
B1_HeavySink_Wan2.1,33,1.1,412.2199562716276,116.71829400610261,11958.2041015625,-0.10885491297722183,127.3441854161108,10.28392026974874,650.9167094970601
B1_HeavySink_Wan2.1,34,1.1333333333333333,412.3081529405253,117.12455032888073,12151.9560546875,0.8374483107727428,12.012451649345849,14.204433613917997,418.9882535154177
B1_HeavySink_Wan2.1,35,1.1666666666666667,412.27578615901245,117.519124116059,12156.873046875,0.8381073279506381,3.8633480182520543,18.97719241455447,123.28543506259098
B1_HeavySink_Wan2.1,36,1.2,412.3640267623887,117.38210686343086,12227.1162109375,2.102594471743032,-0.9296927980205965,-1.6709818899014053,-343.3511271834563
