video,frame,t_sec,cx_px,cy_px,mask_area,vx_px_per_s,vy_px_per_s,ax_px_per_s2,ay_px_per_s2
G2_MoonFall_Grok,0,0.0,375.4643098803721,233.8107761750434,2342.53125,259.75181265603163,-776.2409930737541,-6185.762852393019,21464.271323783527
G2_MoonFall_Grok,1,0.0416666666666666,386.28730207437343,201.46740146363703,4422.90087890625,2.01169380632291,295.3720994870496,-4673.714438464701,13903.879169728787
G2_MoonFall_Grok,2,0.0833333333333333,375.6319510308989,258.4251177989644,2282.966064453125,-129.72439054935967,796.9143739168953,-28.80607633002726,7631.466081165117
G2_MoonFall_Grok,3,0.125,375.47693619526007,267.87693262337837,2252.8740234375,-0.3888125545126968,215.29761432652958,1579.9480278748276,2647.0320580925218
G2_MoonFall_Grok,4,0.1666666666666666,375.59954998468953,276.36658565950853,2266.981689453125,1.9379451068762137,199.37225686926467,52.56979937288637,-1049.4228994890072
G2_MoonFall_Grok,5,0.2083333333333333,375.6384316208331,284.4912873624838,2256.780029296875,3.992004059894498,179.32814710841512,21.59445325273555,-3457.8987915794814
G2_MoonFall_Grok,6,0.25,375.9322169896807,291.3105979185431,2194.154541015625,3.7374828779375093,155.54465968100385,-84.64124018649088,-2859.7973081387076
G2_MoonFall_Grok,7,0.2916666666666667,375.9498885273279,297.45334233590074,2211.14599609375,-3.0614326223130774,131.28573654263027,-29.19262649799549,-641.8396856189064
G2_MoonFall_Grok,8,0.3333333333333333,375.677097604488,302.2510759637624,2222.57666015625,1.3047640031045376,101.58399912342975,105.99407527512815,12.594722244028969
G2_MoonFall_Grok,9,0.375,376.0586188609199,305.9186755961865,2175.36376953125,5.7714069839476,81.07914904746622,4.6537198754631355,-546.6448478859999
G2_MoonFall_Grok,10,0.4166666666666667,376.15804818648365,309.0076717177179,2193.511474609375,1.6925739927264658,65.67655054476973,-88.75585175383823,-541.4981525681959
G2_MoonFall_Grok,11,0.4583333333333333,376.19966669364715,311.3917214749174,2213.630859375,-1.6249139955389182,43.72519529980309,8.211680537875399,-548.69739641662
G2_MoonFall_Grok,12,0.5,376.02263868685543,312.65143799270146,2226.41259765625,2.3768807042160915,16.770654720975017,30.134486216549625,-545.9790737611316
G2_MoonFall_Grok,13,0.5416666666666666,376.39774008566513,312.7892760349987,2220.642333984375,0.886293189173557,-5.523282376415409,-33.311356509067984,-561.2060134812999
G2_MoonFall_Grok,14,0.5833333333333334,376.09649645262,312.1911644613335,2221.033935546875,-0.3990656715395744,-30.330370146525183,26.15024366964294,-584.5079346276657
G2_MoonFall_Grok,15,0.625,376.3644846130368,310.2617451894549,2209.5537109375,3.065480161643791,-58.58837480936381,-4.403259839589741,-574.5744491061749
G2_MoonFall_Grok,16,0.6666666666666666,376.35195313275693,307.30879989388654,2197.677978515625,-0.7660039915053858,-78.42902411250225,-49.25779187360612,-572.7364922248688
G2_MoonFall_Grok,17,0.7083333333333334,376.30065094707805,303.72599318007974,2207.9033203125,-1.039335827823379,-99.4728937259033,10.21887332864939,-595.7373550271781
G2_MoonFall_Grok,18,0.75,376.2653418137716,299.0193920833946,2193.609375,0.08556878588206018,-126.80021412224505,-22.10146698261453,-599.2604647749547
G2_MoonFall_Grok,19,0.7916666666666666,376.3077816792349,293.15930866989265,2173.709716796875,-2.881124743041255,-149.75326735395993,15.20517079227624,-597.0759966882785
G2_MoonFall_Grok,20,0.8333333333333334,376.0252480851849,286.5399531372313,2214.50244140625,1.3526663519050999,-177.3229064758898,76.42432735704632,-625.1839358134254
G2_MoonFall_Grok,21,0.875,376.420503875227,278.38239979690184,2189.503173828125,3.4875692033792802,-209.43321855902195,-88.95358360878535,-646.1461436927948
G2_MoonFall_Grok,22,0.9166666666666666,376.3158788521332,269.08718492397946,2180.7373046875,-6.060132282160339,-230.45856777333847,-79.46769210572202,-631.8295707710025
G2_MoonFall_Grok,23,0.9583333333333334,375.9154928517136,259.1775191491236,2214.5908203125,-3.134738472097524,-252.76978071620806,101.87450496805835,-617.1942432014832
G2_MoonFall_Grok,24,1.0,376.0546506461251,248.0230365309621,2232.656005859375,2.4294097985111875,-283.8950694894356,13.323707285624867,-616.7272412999444
G2_MoonFall_Grok,25,1.0416666666666667,376.11794366825626,235.51959669167064,2228.011474609375,-2.0244295316288117,-311.1279308507401,-61.06924088936994,-614.4656606922382
G2_MoonFall_Grok,26,1.0833333333333333,375.885948185156,222.0957089600671,2234.27392578125,-2.6596936089363226,-333.0403790009823,44.72205433635071,-621.8843833234029
G2_MoonFall_Grok,27,1.125,375.8963025341783,207.76623177492215,2236.166259765625,1.702408329733771,-356.7340861825937,51.426148225509586,-623.4623408465285
G2_MoonFall_Grok,28,1.1666666666666667,376.02781554596714,192.36786844485093,2230.75048828125,1.625818743189484,-385.06108913578873,6.203587145384567,-606.4073618283355
G2_MoonFall_Grok,29,1.2083333333333333,376.0317874294441,175.67780768027313,2237.688720703125,2.219373925182481,-413.2975066274555,-6.3135156642309855,-610.0114675417682
G2_MoonFall_Grok,30,1.25,376.2127633730657,157.92640955922968,2264.289306640625,1.099692437836893,-433.7846974275549,-2.360012603217907,-580.2260966682653
G2_MoonFall_Grok,31,1.2916666666666667,376.12342846593054,139.5290828946435,2274.546630859375,2.022706208247655,-457.1916419352274,-6.276495615257021,-724.7490629352052
G2_MoonFall_Grok,32,1.3333333333333333,376.38132222375305,119.82710606462743,2224.21435546875,0.5766511365654878,-478.8222655336024,7.840612461248167,-946.3247990440102
